Id,ActivityHour,totalSteps,Calories,TotalIntensity,AverageIntensity
3372868164,2016-04-09 10:00:00,745,101,29,0.483333
5553957443,2016-04-02 18:00:00,476,101,29,0.483333
1624580081,2016-04-10 12:00:00,808,101,30,0.5
2873212765,2016-03-31 20:00:00,594,101,30,0.5
2873212765,2016-04-05 19:00:00,514,101,30,0.5
3372868164,2016-03-14 12:00:00,308,101,30,0.5
1624580081,2016-04-11 11:00:00,2214,101,31,0.516667
1503960366,2016-03-14 19:00:00,559,100,33,0.55
1503960366,2016-03-24 08:00:00,553,100,36,0.6
1624580081,2016-04-04 11:00:00,3233,100,38,0.633333
2026352035,2016-03-13 13:00:00,816,100,33,0.55
2026352035,2016-03-31 08:00:00,779,100,32,0.533333
3977333714,2016-04-05 13:00:00,1303,100,38,0.633333
3977333714,2016-04-06 09:00:00,1235,100,42,0.7
4020332650,2016-04-04 01:00:00,0,100,0,0
8378563200,2016-03-13 17:00:00,6,100,1,0.016667
8378563200,2016-04-09 20:00:00,10,100,1,0.016667
8378563200,2016-03-25 22:00:00,4,100,1,0.016667
5577150313,2016-03-31 10:00:00,19,100,2,0.033333
8378563200,2016-03-26 00:00:00,92,100,2,0.033333
8378563200,2016-04-07 20:00:00,14,100,2,0.033333
1644430081,2016-03-22 12:00:00,36,100,3,0.05
4702921684,2016-03-29 13:00:00,89,100,3,0.05
4702921684,2016-04-11 15:00:00,114,100,3,0.05
8378563200,2016-03-24 22:00:00,73,100,3,0.05
8378563200,2016-04-12 01:00:00,51,100,3,0.05
8378563200,2016-03-14 01:00:00,60,100,3,0.05
8378563200,2016-03-12 00:00:00,73,100,3,0.05
8378563200,2016-04-07 01:00:00,53,100,3,0.05
4702921684,2016-03-22 15:00:00,108,100,4,0.066667
4702921684,2016-04-04 14:00:00,86,100,4,0.066667
5577150313,2016-04-04 14:00:00,106,100,4,0.066667
8877689391,2016-03-30 14:00:00,66,100,4,0.066667
1927972279,2016-03-20 14:00:00,46,100,5,0.083333
1927972279,2016-03-26 19:00:00,40,100,5,0.083333
1927972279,2016-03-29 12:00:00,72,100,5,0.083333
1927972279,2016-03-24 09:00:00,92,100,5,0.083333
1927972279,2016-04-02 13:00:00,50,100,5,0.083333
5577150313,2016-04-09 10:00:00,64,100,5,0.083333
8583815059,2016-03-14 20:00:00,66,100,5,0.083333
8583815059,2016-03-29 19:00:00,72,100,5,0.083333
8583815059,2016-04-03 16:00:00,123,100,5,0.083333
8583815059,2016-03-15 19:00:00,61,100,5,0.083333
1927972279,2016-04-09 11:00:00,34,100,6,0.1
1927972279,2016-04-06 12:00:00,70,100,6,0.1
1927972279,2016-03-19 18:00:00,38,100,6,0.1
4020332650,2016-04-02 05:00:00,103,100,6,0.1
5577150313,2016-03-13 14:00:00,151,100,6,0.1
8583815059,2016-03-31 09:00:00,106,100,6,0.1
4020332650,2016-03-13 01:00:00,90,100,7,0.116667
4057192912,2016-04-11 14:00:00,340,100,7,0.116667
5577150313,2016-03-17 07:00:00,117,100,7,0.116667
8053475328,2016-04-02 14:00:00,308,100,7,0.116667
1644430081,2016-03-24 15:00:00,9,100,8,0.133333
1644430081,2016-03-24 01:00:00,8,100,8,0.133333
1644430081,2016-03-24 11:00:00,8,100,8,0.133333
1644430081,2016-03-24 16:00:00,8,100,8,0.133333
8877689391,2016-03-29 22:00:00,198,100,8,0.133333
8877689391,2016-03-13 17:00:00,182,100,8,0.133333
7086361926,2016-03-21 14:00:00,222,100,9,0.15
8053475328,2016-04-11 22:00:00,236,100,9,0.15
8053475328,2016-04-01 10:00:00,316,100,9,0.15
8053475328,2016-03-24 15:00:00,236,100,9,0.15
8792009665,2016-04-07 11:00:00,165,100,9,0.15
8877689391,2016-03-17 16:00:00,266,100,9,0.15
8877689391,2016-03-20 09:00:00,211,100,9,0.15
6117666160,2016-03-12 14:00:00,490,100,10,0.166667
7086361926,2016-04-06 12:00:00,323,100,10,0.166667
8053475328,2016-03-17 22:00:00,255,100,10,0.166667
8053475328,2016-03-18 20:00:00,229,100,10,0.166667
8053475328,2016-03-26 13:00:00,231,100,10,0.166667
4057192912,2016-03-23 20:00:00,217,100,11,0.183333
7086361926,2016-04-06 11:00:00,306,100,11,0.183333
8053475328,2016-03-13 23:00:00,319,100,11,0.183333
2022484408,2016-03-26 18:00:00,308,100,12,0.2
4057192912,2016-03-30 20:00:00,175,100,12,0.2
4445114986,2016-03-20 13:00:00,191,100,12,0.2
4319703577,2016-04-01 05:00:00,607,100,13,0.216667
4445114986,2016-03-13 21:00:00,203,100,13,0.216667
4445114986,2016-03-12 16:00:00,222,100,13,0.216667
4445114986,2016-03-28 20:00:00,196,100,13,0.216667
4445114986,2016-04-04 17:00:00,280,100,13,0.216667
4445114986,2016-03-23 22:00:00,194,100,13,0.216667
7007744171,2016-04-04 06:00:00,401,100,13,0.216667
7007744171,2016-03-23 10:00:00,326,100,13,0.216667
4445114986,2016-03-29 11:00:00,186,100,14,0.233333
4445114986,2016-04-09 21:00:00,167,100,14,0.233333
7007744171,2016-03-17 15:00:00,323,100,14,0.233333
2022484408,2016-04-04 09:00:00,318,100,15,0.25
6117666160,2016-03-23 17:00:00,456,100,15,0.25
4319703577,2016-03-30 13:00:00,476,100,16,0.266667
6117666160,2016-04-02 18:00:00,346,100,16,0.266667
2022484408,2016-03-25 15:00:00,259,100,17,0.283333
2022484408,2016-03-19 07:00:00,322,100,17,0.283333
4319703577,2016-03-17 13:00:00,408,100,17,0.283333
4558609924,2016-03-12 20:00:00,739,100,18,0.3
2347167796,2016-04-07 15:00:00,96,100,19,0.316667
4319703577,2016-04-02 15:00:00,411,100,19,0.316667
4319703577,2016-03-29 13:00:00,426,100,19,0.316667
6117666160,2016-03-21 10:00:00,300,100,19,0.316667
5553957443,2016-03-27 00:00:00,745,100,20,0.333333
2873212765,2016-03-29 18:00:00,660,100,22,0.366667
2873212765,2016-03-24 16:00:00,584,100,22,0.366667
2320127002,2016-04-06 11:00:00,516,100,23,0.383333
2320127002,2016-03-12 17:00:00,543,100,23,0.383333
2320127002,2016-03-23 00:00:00,473,100,23,0.383333
2347167796,2016-04-04 19:00:00,409,100,23,0.383333
2347167796,2016-03-16 17:00:00,477,100,24,0.4
2347167796,2016-03-20 19:00:00,374,100,24,0.4
3372868164,2016-03-13 07:00:00,702,100,24,0.4
3372868164,2016-03-27 11:00:00,622,100,24,0.4
3372868164,2016-03-24 08:00:00,387,100,24,0.4
4558609924,2016-04-08 11:00:00,457,100,25,0.416667
4558609924,2016-03-29 10:00:00,357,100,25,0.416667
6962181067,2016-03-26 09:00:00,601,100,25,0.416667
3372868164,2016-03-30 18:00:00,464,100,26,0.433333
5553957443,2016-03-16 06:00:00,532,100,26,0.433333
5553957443,2016-03-15 19:00:00,447,100,27,0.45
2026352035,2016-04-04 12:00:00,922,100,28,0.466667
3372868164,2016-03-26 14:00:00,480,100,28,0.466667
1503960366,2016-03-12 21:00:00,782,100,29,0.483333
1503960366,2016-04-02 22:00:00,773,100,29,0.483333
3372868164,2016-03-25 15:00:00,358,100,29,0.483333
2026352035,2016-03-23 16:00:00,847,100,30,0.5
2873212765,2016-04-08 17:00:00,412,100,30,0.5
1624580081,2016-03-17 19:00:00,1013,100,31,0.516667
1624580081,2016-03-18 19:00:00,915,99,32,0.533333
1624580081,2016-04-01 20:00:00,758,99,38,0.633333
8378563200,2016-03-12 18:00:00,0,99,0,0
8378563200,2016-03-26 17:00:00,0,99,0,0
8378563200,2016-04-08 18:00:00,34,99,1,0.016667
4702921684,2016-03-15 14:00:00,14,99,2,0.033333
6775888955,2016-03-14 21:00:00,15,99,2,0.033333
6775888955,2016-03-18 15:00:00,10,99,2,0.033333
8378563200,2016-03-12 01:00:00,73,99,2,0.033333
1644430081,2016-03-26 23:00:00,19,99,3,0.05
1644430081,2016-03-15 11:00:00,19,99,3,0.05
1644430081,2016-04-09 15:00:00,38,99,3,0.05
4702921684,2016-03-21 15:00:00,103,99,3,0.05
4702921684,2016-03-30 10:00:00,88,99,3,0.05
4702921684,2016-03-16 16:00:00,91,99,3,0.05
4702921684,2016-04-07 14:00:00,112,99,3,0.05
6775888955,2016-03-30 23:00:00,77,99,3,0.05
8378563200,2016-04-09 00:00:00,53,99,3,0.05
8378563200,2016-03-23 22:00:00,66,99,3,0.05
8378563200,2016-03-26 06:00:00,60,99,3,0.05
8378563200,2016-03-30 02:00:00,53,99,3,0.05
8378563200,2016-04-01 06:00:00,21,99,3,0.05
1644430081,2016-03-13 17:00:00,176,99,4,0.066667
1927972279,2016-03-18 19:00:00,66,99,4,0.066667
1927972279,2016-03-13 21:00:00,36,99,4,0.066667
1927972279,2016-03-25 14:00:00,43,99,4,0.066667
1927972279,2016-03-13 22:00:00,30,99,4,0.066667
1927972279,2016-03-25 18:00:00,48,99,4,0.066667
1927972279,2016-04-10 17:00:00,42,99,4,0.066667
4702921684,2016-03-28 16:00:00,118,99,4,0.066667
4702921684,2016-03-21 13:00:00,89,99,4,0.066667
6775888955,2016-03-18 08:00:00,90,99,4,0.066667
8583815059,2016-04-04 10:00:00,89,99,4,0.066667
1927972279,2016-03-24 15:00:00,34,99,5,0.083333
1927972279,2016-03-15 21:00:00,59,99,5,0.083333
1927972279,2016-03-21 17:00:00,65,99,5,0.083333
1927972279,2016-03-24 14:00:00,48,99,5,0.083333
1927972279,2016-04-10 08:00:00,84,99,5,0.083333
1927972279,2016-03-19 20:00:00,63,99,5,0.083333
1927972279,2016-04-11 08:00:00,55,99,5,0.083333
1927972279,2016-03-30 18:00:00,73,99,5,0.083333
4057192912,2016-03-21 13:00:00,332,99,5,0.083333
4702921684,2016-04-08 13:00:00,99,99,5,0.083333
4702921684,2016-04-06 22:00:00,87,99,5,0.083333
4702921684,2016-03-30 22:00:00,101,99,5,0.083333
6775888955,2016-03-21 00:00:00,72,99,5,0.083333
7086361926,2016-03-30 15:00:00,216,99,5,0.083333
8583815059,2016-04-01 22:00:00,67,99,5,0.083333
8583815059,2016-04-04 21:00:00,65,99,5,0.083333
8583815059,2016-03-16 20:00:00,56,99,5,0.083333
8583815059,2016-04-02 23:00:00,84,99,5,0.083333
1927972279,2016-03-25 05:00:00,105,99,6,0.1
1927972279,2016-03-28 22:00:00,73,99,6,0.1
1927972279,2016-03-27 09:00:00,110,99,6,0.1
1927972279,2016-03-30 19:00:00,37,99,6,0.1
6290855005,2016-04-02 09:00:00,23,99,6,0.1
6290855005,2016-03-16 13:00:00,42,99,6,0.1
7086361926,2016-03-17 18:00:00,221,99,6,0.1
8877689391,2016-03-29 19:00:00,50,99,6,0.1
8877689391,2016-03-31 21:00:00,137,99,6,0.1
1644430081,2016-03-24 14:00:00,8,99,7,0.116667
5577150313,2016-04-03 21:00:00,118,99,7,0.116667
5577150313,2016-03-20 15:00:00,234,99,7,0.116667
7086361926,2016-03-20 20:00:00,140,99,7,0.116667
1644430081,2016-03-19 00:00:00,11,99,8,0.133333
1644430081,2016-03-19 01:00:00,11,99,8,0.133333
1644430081,2016-03-13 10:00:00,8,99,8,0.133333
4057192912,2016-04-09 19:00:00,291,99,8,0.133333
7086361926,2016-04-09 16:00:00,184,99,8,0.133333
8877689391,2016-03-21 19:00:00,244,99,8,0.133333
4057192912,2016-03-14 10:00:00,264,99,9,0.15
6775888955,2016-03-14 04:00:00,155,99,9,0.15
6775888955,2016-03-31 12:00:00,106,99,9,0.15
8053475328,2016-04-04 17:00:00,240,99,9,0.15
8053475328,2016-03-16 01:00:00,187,99,9,0.15
8053475328,2016-03-29 00:00:00,264,99,9,0.15
8792009665,2016-04-09 11:00:00,151,99,9,0.15
8792009665,2016-04-05 20:00:00,121,99,9,0.15
8792009665,2016-04-06 15:00:00,231,99,9,0.15
8877689391,2016-03-19 09:00:00,245,99,9,0.15
4057192912,2016-04-10 09:00:00,228,99,10,0.166667
8053475328,2016-03-30 00:00:00,217,99,10,0.166667
4445114986,2016-03-19 10:00:00,194,99,11,0.183333
7007744171,2016-04-07 13:00:00,405,99,11,0.183333
7086361926,2016-03-13 16:00:00,232,99,11,0.183333
8053475328,2016-03-28 16:00:00,145,99,11,0.183333
8053475328,2016-03-21 11:00:00,195,99,11,0.183333
8792009665,2016-04-05 15:00:00,227,99,11,0.183333
4445114986,2016-04-09 15:00:00,294,99,12,0.2
4445114986,2016-03-19 22:00:00,182,99,12,0.2
4445114986,2016-03-31 11:00:00,266,99,12,0.2
7007744171,2016-03-22 14:00:00,243,99,12,0.2
2022484408,2016-04-12 08:00:00,334,99,13,0.216667
4319703577,2016-03-31 13:00:00,549,99,13,0.216667
4445114986,2016-04-05 00:00:00,239,99,13,0.216667
4445114986,2016-04-07 16:00:00,203,99,13,0.216667
4445114986,2016-04-01 21:00:00,196,99,13,0.216667
5553957443,2016-03-26 18:00:00,874,99,13,0.216667
7007744171,2016-04-09 17:00:00,109,99,13,0.216667
7007744171,2016-03-20 16:00:00,282,99,13,0.216667
7086361926,2016-03-17 20:00:00,237,99,13,0.216667
2022484408,2016-04-09 15:00:00,430,99,14,0.233333
2022484408,2016-04-09 18:00:00,219,99,14,0.233333
4445114986,2016-04-10 22:00:00,177,99,14,0.233333
4445114986,2016-04-03 23:00:00,218,99,14,0.233333
4445114986,2016-04-05 13:00:00,118,99,15,0.25
2347167796,2016-03-25 12:00:00,698,99,16,0.266667
6117666160,2016-04-06 07:00:00,382,99,16,0.266667
6117666160,2016-03-18 21:00:00,358,99,16,0.266667
4319703577,2016-03-17 17:00:00,415,99,17,0.283333
6117666160,2016-04-08 21:00:00,300,99,17,0.283333
1503960366,2016-03-28 20:00:00,872,99,18,0.3
2347167796,2016-03-22 13:00:00,287,99,18,0.3
4319703577,2016-04-06 17:00:00,393,99,18,0.3
6117666160,2016-03-17 14:00:00,216,99,18,0.3
6117666160,2016-04-04 12:00:00,268,99,18,0.3
4319703577,2016-03-24 22:00:00,300,99,19,0.316667
4319703577,2016-03-24 08:00:00,310,99,19,0.316667
4558609924,2016-03-30 15:00:00,310,99,19,0.316667
2347167796,2016-03-30 09:00:00,77,99,20,0.333333
2347167796,2016-03-14 13:00:00,618,99,20,0.333333
2873212765,2016-03-30 14:00:00,718,99,20,0.333333
4319703577,2016-04-05 08:00:00,322,99,20,0.333333
5553957443,2016-03-31 12:00:00,741,99,20,0.333333
2320127002,2016-04-05 07:00:00,460,99,22,0.366667
6962181067,2016-03-31 17:00:00,639,99,22,0.366667
2320127002,2016-04-06 00:00:00,497,99,23,0.383333
4558609924,2016-03-16 14:00:00,359,99,24,0.4
6962181067,2016-03-30 07:00:00,558,99,24,0.4
3372868164,2016-03-19 14:00:00,613,99,26,0.433333
3372868164,2016-04-04 08:00:00,590,99,26,0.433333
4558609924,2016-03-18 12:00:00,402,99,26,0.433333
3372868164,2016-04-02 16:00:00,419,99,27,0.45
3372868164,2016-03-23 18:00:00,466,99,27,0.45
3372868164,2016-03-27 18:00:00,444,99,27,0.45
3372868164,2016-03-17 10:00:00,488,99,28,0.466667
3372868164,2016-03-12 17:00:00,347,99,29,0.483333
2026352035,2016-03-28 15:00:00,834,99,30,0.5
1503960366,2016-03-21 17:00:00,588,99,31,0.516667
2026352035,2016-03-14 06:00:00,771,99,31,0.516667
4020332650,2016-03-30 08:00:00,0,98,0,0
4020332650,2016-03-16 02:00:00,24,98,1,0.016667
5577150313,2016-03-17 16:00:00,4,98,1,0.016667
8378563200,2016-04-09 18:00:00,5,98,1,0.016667
8378563200,2016-03-18 11:00:00,7,98,1,0.016667
1644430081,2016-03-22 10:00:00,10,98,2,0.033333
1644430081,2016-03-29 14:00:00,12,98,2,0.033333
8378563200,2016-03-16 04:00:00,58,98,2,0.033333
8378563200,2016-03-13 02:00:00,47,98,2,0.033333
8378563200,2016-03-12 23:00:00,12,98,2,0.033333
8378563200,2016-03-17 04:00:00,48,98,2,0.033333
8378563200,2016-04-09 16:00:00,10,98,2,0.033333
8378563200,2016-03-20 00:00:00,41,98,2,0.033333
8378563200,2016-04-09 05:00:00,45,98,2,0.033333
1644430081,2016-03-13 13:00:00,142,98,3,0.05
4702921684,2016-03-24 13:00:00,34,98,3,0.05
5577150313,2016-03-28 10:00:00,27,98,3,0.05
8378563200,2016-03-26 03:00:00,52,98,3,0.05
8378563200,2016-04-09 03:00:00,29,98,3,0.05
8378563200,2016-03-19 04:00:00,28,98,3,0.05
1927972279,2016-04-10 02:00:00,79,98,4,0.066667
1927972279,2016-03-31 11:00:00,124,98,4,0.066667
1927972279,2016-03-19 14:00:00,40,98,4,0.066667
4702921684,2016-04-04 16:00:00,77,98,4,0.066667
4702921684,2016-03-30 05:00:00,117,98,4,0.066667
5577150313,2016-03-30 13:00:00,118,98,4,0.066667
6290855005,2016-03-19 09:00:00,62,98,4,0.066667
7086361926,2016-03-30 17:00:00,102,98,4,0.066667
8583815059,2016-03-14 16:00:00,67,98,4,0.066667
1927972279,2016-03-21 16:00:00,55,98,5,0.083333
1927972279,2016-04-07 13:00:00,140,98,5,0.083333
1927972279,2016-03-25 09:00:00,41,98,5,0.083333
1927972279,2016-03-16 20:00:00,68,98,5,0.083333
1927972279,2016-03-31 21:00:00,73,98,5,0.083333
1927972279,2016-04-01 21:00:00,71,98,5,0.083333
4020332650,2016-03-14 14:00:00,98,98,5,0.083333
6290855005,2016-03-23 08:00:00,52,98,5,0.083333
6290855005,2016-03-23 14:00:00,57,98,5,0.083333
7086361926,2016-03-31 22:00:00,40,98,5,0.083333
7086361926,2016-04-08 19:00:00,107,98,5,0.083333
8583815059,2016-04-08 17:00:00,72,98,5,0.083333
1927972279,2016-03-22 16:00:00,78,98,6,0.1
5577150313,2016-03-17 13:00:00,138,98,6,0.1
5577150313,2016-04-09 15:00:00,145,98,6,0.1
5577150313,2016-03-18 16:00:00,240,98,6,0.1
6775888955,2016-04-02 10:00:00,147,98,6,0.1
8877689391,2016-03-16 07:00:00,153,98,6,0.1
8877689391,2016-03-20 10:00:00,255,98,6,0.1
8877689391,2016-04-05 16:00:00,136,98,6,0.1
1644430081,2016-03-18 18:00:00,10,98,7,0.116667
1644430081,2016-03-24 02:00:00,7,98,7,0.116667
1644430081,2016-03-24 00:00:00,7,98,7,0.116667
1644430081,2016-03-24 22:00:00,7,98,7,0.116667
1644430081,2016-03-24 03:00:00,7,98,7,0.116667
4057192912,2016-04-10 16:00:00,311,98,7,0.116667
5577150313,2016-04-02 00:00:00,104,98,7,0.116667
5577150313,2016-04-10 22:00:00,99,98,7,0.116667
5577150313,2016-03-15 21:00:00,162,98,7,0.116667
7086361926,2016-03-20 23:00:00,477,98,7,0.116667
8792009665,2016-04-06 00:00:00,131,98,7,0.116667
1644430081,2016-03-27 13:00:00,9,98,8,0.133333
1644430081,2016-03-18 19:00:00,11,98,8,0.133333
5577150313,2016-03-30 05:00:00,179,98,8,0.133333
7086361926,2016-04-08 21:00:00,157,98,8,0.133333
8053475328,2016-03-20 16:00:00,226,98,8,0.133333
8053475328,2016-03-30 13:00:00,248,98,8,0.133333
8877689391,2016-03-29 06:00:00,195,98,8,0.133333
8877689391,2016-03-14 06:00:00,117,98,8,0.133333
1644430081,2016-03-13 01:00:00,14,98,9,0.15
1844505072,2016-04-09 16:00:00,676,98,9,0.15
8053475328,2016-03-17 19:00:00,285,98,9,0.15
8053475328,2016-04-04 16:00:00,154,98,10,0.166667
8053475328,2016-03-30 01:00:00,178,98,10,0.166667
8053475328,2016-03-29 23:00:00,167,98,10,0.166667
8053475328,2016-04-02 03:00:00,211,98,10,0.166667
8053475328,2016-03-23 23:00:00,179,98,10,0.166667
8053475328,2016-04-09 18:00:00,182,98,10,0.166667
8792009665,2016-04-03 09:00:00,181,98,10,0.166667
8792009665,2016-04-01 14:00:00,248,98,10,0.166667
4445114986,2016-03-27 13:00:00,220,98,11,0.183333
8053475328,2016-03-31 01:00:00,130,98,11,0.183333
2022484408,2016-03-12 09:00:00,299,98,12,0.2
4445114986,2016-03-15 17:00:00,170,98,12,0.2
4445114986,2016-03-28 18:00:00,212,98,12,0.2
2022484408,2016-03-28 16:00:00,342,98,13,0.216667
4445114986,2016-04-09 17:00:00,204,98,13,0.216667
4445114986,2016-04-01 20:00:00,187,98,13,0.216667
4445114986,2016-03-20 12:00:00,180,98,13,0.216667
4445114986,2016-04-04 21:00:00,202,98,13,0.216667
4445114986,2016-04-09 01:00:00,222,98,13,0.216667
4445114986,2016-04-11 15:00:00,164,98,14,0.233333
4558609924,2016-04-11 08:00:00,280,98,14,0.233333
6117666160,2016-04-04 15:00:00,355,98,14,0.233333
7007744171,2016-04-04 18:00:00,257,98,14,0.233333
6117666160,2016-04-08 11:00:00,386,98,15,0.25
4319703577,2016-03-16 08:00:00,458,98,16,0.266667
6117666160,2016-04-09 18:00:00,323,98,16,0.266667
2022484408,2016-03-13 18:00:00,395,98,17,0.283333
6117666160,2016-03-22 23:00:00,353,98,17,0.283333
6962181067,2016-03-20 19:00:00,717,98,17,0.283333
8253242879,2016-04-07 13:00:00,529,98,17,0.283333
2022484408,2016-04-11 18:00:00,279,98,18,0.3
8253242879,2016-04-08 13:00:00,571,98,18,0.3
4319703577,2016-03-27 22:00:00,362,98,19,0.316667
4319703577,2016-03-19 08:00:00,300,98,19,0.316667
4319703577,2016-04-05 22:00:00,333,98,19,0.316667
4558609924,2016-03-30 16:00:00,276,98,19,0.316667
6962181067,2016-04-04 20:00:00,573,98,19,0.316667
1844505072,2016-03-31 16:00:00,404,98,20,0.333333
2347167796,2016-04-03 14:00:00,494,98,20,0.333333
1844505072,2016-04-10 15:00:00,374,98,21,0.35
3372868164,2016-03-23 15:00:00,470,98,21,0.35
6962181067,2016-04-08 20:00:00,621,98,21,0.35
6962181067,2016-03-14 18:00:00,706,98,21,0.35
1844505072,2016-04-02 11:00:00,385,98,22,0.366667
2320127002,2016-04-09 07:00:00,430,98,22,0.366667
2320127002,2016-03-12 14:00:00,470,98,22,0.366667
2320127002,2016-04-06 17:00:00,463,98,22,0.366667
4558609924,2016-04-04 14:00:00,453,98,22,0.366667
4558609924,2016-03-15 21:00:00,459,98,22,0.366667
5553957443,2016-03-28 19:00:00,603,98,22,0.366667
2320127002,2016-03-24 13:00:00,451,98,23,0.383333
4558609924,2016-04-09 16:00:00,397,98,24,0.4
5553957443,2016-03-24 13:00:00,485,98,24,0.4
5553957443,2016-03-27 01:00:00,470,98,25,0.416667
2873212765,2016-03-16 10:00:00,502,98,26,0.433333
3372868164,2016-04-07 15:00:00,488,98,26,0.433333
3372868164,2016-04-07 12:00:00,383,98,26,0.433333
3372868164,2016-03-28 11:00:00,520,98,27,0.45
3372868164,2016-03-21 19:00:00,356,98,27,0.45
2026352035,2016-03-16 14:00:00,772,98,29,0.483333
2026352035,2016-03-12 18:00:00,794,98,29,0.483333
3372868164,2016-03-19 11:00:00,211,98,29,0.483333
1503960366,2016-04-03 15:00:00,559,97,32,0.533333
2873212765,2016-03-14 17:00:00,267,97,33,0.55
3977333714,2016-03-16 07:00:00,1218,97,39,0.65
4020332650,2016-03-29 01:00:00,0,97,0,0
8378563200,2016-04-10 15:00:00,0,97,0,0
8378563200,2016-03-12 15:00:00,0,97,0,0
1644430081,2016-04-07 16:00:00,6,97,1,0.016667
1644430081,2016-04-04 12:00:00,7,97,1,0.016667
8378563200,2016-04-09 23:00:00,4,97,1,0.016667
8378563200,2016-03-14 14:00:00,7,97,1,0.016667
1644430081,2016-03-22 15:00:00,18,97,2,0.033333
6775888955,2016-03-26 01:00:00,17,97,2,0.033333
8378563200,2016-03-13 07:00:00,14,97,2,0.033333
8378563200,2016-04-02 02:00:00,12,97,2,0.033333
4020332650,2016-03-14 00:00:00,26,97,3,0.05
4702921684,2016-03-25 08:00:00,51,97,3,0.05
4702921684,2016-04-04 09:00:00,93,97,3,0.05
5577150313,2016-03-28 08:00:00,79,97,3,0.05
8792009665,2016-04-09 18:00:00,0,97,3,0.05
1644430081,2016-03-17 13:00:00,18,97,4,0.066667
1927972279,2016-03-22 17:00:00,84,97,4,0.066667
1927972279,2016-04-01 13:00:00,30,97,4,0.066667
1927972279,2016-03-15 23:00:00,38,97,4,0.066667
1927972279,2016-04-11 16:00:00,77,97,4,0.066667
1927972279,2016-04-11 21:00:00,59,97,4,0.066667
1927972279,2016-03-16 21:00:00,38,97,4,0.066667
4702921684,2016-03-30 13:00:00,66,97,4,0.066667
5577150313,2016-03-24 08:00:00,103,97,4,0.066667
5577150313,2016-03-16 15:00:00,100,97,4,0.066667
5577150313,2016-03-27 14:00:00,69,97,4,0.066667
6290855005,2016-04-02 07:00:00,29,97,4,0.066667
8583815059,2016-03-15 09:00:00,59,97,4,0.066667
8583815059,2016-04-06 22:00:00,70,97,4,0.066667
8583815059,2016-04-06 11:00:00,44,97,4,0.066667
8583815059,2016-03-28 22:00:00,96,97,4,0.066667
8583815059,2016-03-13 15:00:00,83,97,4,0.066667
8583815059,2016-03-15 21:00:00,62,97,4,0.066667
1927972279,2016-04-04 09:00:00,89,97,5,0.083333
1927972279,2016-03-27 20:00:00,53,97,5,0.083333
1927972279,2016-03-19 06:00:00,62,97,5,0.083333
4020332650,2016-03-13 03:00:00,114,97,5,0.083333
5577150313,2016-03-24 11:00:00,135,97,5,0.083333
5577150313,2016-03-24 13:00:00,193,97,5,0.083333
6290855005,2016-03-23 19:00:00,65,97,5,0.083333
6290855005,2016-03-24 13:00:00,0,97,5,0.083333
6391747486,2016-04-05 18:00:00,73,97,5,0.083333
8583815059,2016-04-03 17:00:00,57,97,5,0.083333
8583815059,2016-03-29 23:00:00,69,97,5,0.083333
8583815059,2016-03-12 21:00:00,55,97,5,0.083333
5577150313,2016-04-05 22:00:00,112,97,6,0.1
5577150313,2016-03-15 10:00:00,166,97,6,0.1
7007744171,2016-03-29 21:00:00,31,97,6,0.1
7086361926,2016-03-29 15:00:00,190,97,6,0.1
8053475328,2016-04-01 17:00:00,257,97,7,0.116667
8053475328,2016-04-07 16:00:00,261,97,7,0.116667
8053475328,2016-04-05 15:00:00,257,97,7,0.116667
8053475328,2016-03-15 23:00:00,254,97,7,0.116667
8877689391,2016-03-12 09:00:00,190,97,7,0.116667
4057192912,2016-03-14 12:00:00,256,97,8,0.133333
7086361926,2016-04-04 19:00:00,130,97,8,0.133333
8053475328,2016-03-21 12:00:00,189,97,8,0.133333
8053475328,2016-04-01 12:00:00,240,97,8,0.133333
8792009665,2016-04-06 01:00:00,117,97,8,0.133333
7086361926,2016-04-11 20:00:00,150,97,9,0.15
8053475328,2016-03-31 13:00:00,187,97,9,0.15
8053475328,2016-03-16 15:00:00,174,97,9,0.15
8053475328,2016-03-25 13:00:00,153,97,9,0.15
4057192912,2016-03-27 20:00:00,179,97,10,0.166667
4445114986,2016-03-24 18:00:00,266,97,10,0.166667
4445114986,2016-04-10 17:00:00,234,97,10,0.166667
8053475328,2016-03-12 20:00:00,110,97,10,0.166667
8792009665,2016-04-04 13:00:00,177,97,10,0.166667
4445114986,2016-03-23 23:00:00,200,97,11,0.183333
4445114986,2016-03-12 19:00:00,192,97,11,0.183333
8053475328,2016-03-31 00:00:00,106,97,11,0.183333
2022484408,2016-03-20 11:00:00,393,97,12,0.2
4445114986,2016-03-13 20:00:00,145,97,12,0.2
4445114986,2016-03-15 15:00:00,190,97,12,0.2
4445114986,2016-04-02 21:00:00,191,97,12,0.2
4445114986,2016-03-22 00:00:00,166,97,12,0.2
2347167796,2016-04-03 21:00:00,691,97,13,0.216667
4445114986,2016-03-15 21:00:00,154,97,13,0.216667
4445114986,2016-03-31 07:00:00,165,97,13,0.216667
4445114986,2016-04-06 22:00:00,159,97,13,0.216667
7007744171,2016-03-29 13:00:00,237,97,13,0.216667
1844505072,2016-04-11 22:00:00,526,97,14,0.233333
5553957443,2016-04-04 16:00:00,768,97,14,0.233333
